	상담사질문(요청)
64574	모바일 뱅킹앱은 깔려 있나요?
64579	구글플레이앱에서 OO은행을 찾아 주세요
64592	네 고객님 본인이신가요?
64595	혹시 저희은행 인터넷 뱅킹이나 모바일 뱅킹을 이용하고 계신가요?
64612	고객님 본인통장 맞으신가요?
64614	압축정리를 하신건가요?
64632	압축한 내용을 말씀하시는건가요?
64652	제 카드 거래내역을 확인 하고싶은데요? 가능한가요?
64665	원하시는 기간이 있으신가요?
64673	인증서 가지고 계시나요?
64675	모바일 인증서를 따로 발급 받아야하나요?
64677	어떻게 하는지 좀 가르쳐 주시겠어요?
64692	저희 은행에 대출이 있으신가요?
64694	어떤 대출을 사용하고 계신가요?
64696	주택담보대출 잔액이 궁금하신건가요?
64699	주택담보대출 계좌 알고계신가요?
64713	컴퓨터에 엑셀 프로그램은 설치되어 있나요?
64716	원하시는 거래내역 날짜를 설정해주시겠어요?
64718	원하시는 날짜의 거래내역이 나왔나요?
64720	자 그럼 상단에 엑셀파일 받기가 보이시나요?
64733	스마트폰 사용하고 계신가요?
64735	스마트폰에 저희 은행 앱도 깔려 있나요?
64757	마이너스통장 한도를 늘이고 싶으세요?
64759	지금 마이너스통장 한도가 얼만지 아시나요?
64761	얼마를 늘이고 싶으신가요?
64777	안내해 드릴까요?
64810	검토해보니 가능한데 1억으로 해드릴까요?
64836	어떤 사용 내역을 말씀하시나요?
64893	네 고객님. 소득공제되지 않는 보험의 종류가 알고 싶으신가요?
64920	제출처가 어디신가요?
64933	네 고객님. 국민연금 납부액을 조회하고 싶으시군요?
64953	네. 지금 국민연금 납부를 일시중지하셨는데 추후에 어떻게 되는지 궁금하시군요?
64974	자택주소가 OO시 O구 아래 주소를 말씀해 주시겠어요?
64976	생년월일은요?
64978	본인 맞으신가요?
64981	가입하신 보험이 총 3개로 조회되고 있는데 000어린이보험과 OO종신보험이 미납 되셨는데 맞나요?
65024	한도 상향 금액을 얼마로 해드릴까요?
65054	본인 명의의 체크카드인가요?
65056	만 14세 이상인가요?
65073	자동이체 중지를 요청하시는 건가요?
65075	자동이체에 불편한 점이 있으셨나요?
65077	보험료 납부내역 확인이 필요하신가요?
65093	예금주가 자녀분 맞으신가요?
65095	자녀분은 미성년자 이신가요?
65097	자녀분의 거래내역이 궁금하신건가요?
65102	그럼 큰애랑 같이 가야 하나요?
65114	저희 카드사 홈페이지에 회원가입 되어 있으신가요?
65120	카드 사용내역 문자 서비스를 받고 계신가요?
65133	법인회사이신가요?
65139	대표님이 직접 오시나요? 대리인께서 오시나요?
65157	거래한 날짜를 알고 계신가요?
65159	2010년 몇월이실까요?
65216	직종에 따라 다릅니다. 혹시 직장인이신가요?
65218	저희 은행이 주거래은행이신가요?
65230	메모 가능하신가요?
65267	고객님. 카드결제로 하셨나요.
65273	어떤 이벤트를 얘기하시는건가요.
65314	고객님. QR결제를 하셨나요. 카드결제를 하시나요.
65316	어디서 결제하려고 하시나요.
65334	고객님. 어떤 캐시백을 확인하고 싶으세요.
65336	캐시백은 신청한 사람만 받습니다. 고객님께서는 신청을 하셨나요.
65338	어떤게 궁금하신지요.
65342	캐시백 적립 현황을 문자로 알려 드리고 있습니다. 문자는 못 받으셨어요.
65345	고객님 이름을 말씀해주세요.
65347	고객님 전화번호는요.
65364	고객님. 본인 소유 카드인가요.
65416	혹시 고객님께서는 학생인가요. 직장을 다니시는건가요.
65418	혹시 알바로 소득이 발생하시는건가요.
65421	1년 소득이 500만원을 초과하셨나요.
65436	고객님 어떤점이 궁금하신가요.
65442	고객님 이름을 말씀해주세요.
65444	고객님께서 지금 OO카드를 가지고 계신가요.
65446	그러면, 카드 번호를 불러주세요.
65453	고객님. 예금잔액증명서를 말씀하시는 건가요.
65470	고객님. 다른 문의 사항있으신가요.
65481	고객님. 구체적으로 말씀해 주세요.
65553	그러면, 대표자님께서 방문하실건가요.
65569	고객님 더 궁금하신 사항은 없으신가요.
65589	고객님 다른 궁금하신 사항은 없으신가요?
65608	고객님 그럼 다른 문의사항이 있으신가요.
65614	고객님께서 해지하신 계좌 거래내역이 필요하시다는 말씀이시죠. 
65616	고객님, 해지한 통장을 현재 가지고 있으세요.
65618	그러면, 해지한 계좌번호를 알고 계신가요.
65621	고객님께서 필요한 거래내역은 언제이신가요.
65636	계좌번호 불러주시겠어요?
65640	네 확인해보겠습니다. 성함과 주민등록번호 불러주시겠어요?
65654	네 고객님 안녕하세요. 통장잔고 말씀드리면 될까요?
65656	성함알려주시겠어요?
65658	네, 통장이 총 5개 있네요. 어떤 통장 잔고를 조회해드릴까요? 
65660	네, 가능합니다. 주민등록번호 알려주시겠어요?
65674	네, 고객님 거래내역 조회 요청하셨습니다. 어떤 거래 내역 말씀이신가요?
65678	네, 고객님 카드번호 알려주시겠어요?
65682	이 카드로 결재한 내역 알려주시겠어요?
65688	네 감사합니다. 요청하신 2건내용 팩스로 보내드릴까요?
65690	네 메일주소 불러주시겠어요?
65694	네, 고객님 계좌조회해보겠습니다. 계좌 불러주시겠어요?
65702	다른 계좌는 없으신가요?
65736	네, 가능하세요. 몇일자 거래내역 인가요?
65738	아, 그럼 해지하신 날짜가 기억나시나요?
65740	네, 조회해보겠습니다. 성함알려주시겠어요?
65744	해지한 계좌를 찾았구요. 끝번호 2345가 맞나요?
65746	몇일자 거래내역 알려드릴까요?
65748	네, 고객님 모바일 앱이 있으실까요? 모마일 앱으로 조회가능하시구요. 또 신분증 지참하시고, 영업점 방문하시면, 거래내역 보실 수 있으십니다.
65754	입금은 어디로 진행하시려고 하셨나요?
65756	얼마를 입금하셨을까요?
65774	네, 고객님, 거래내역을 확인 할 수 있는 방법알려드릴까요?
65786	인터넷 사용이 불가 하신가요?
65794	네 고객님, 신고 하셨을까요?
65796	네, 어떤 도움을 드릴까요?
65808	네, 그럼 고객님 어떤 쪽으로 보내시겠어요?
65814	네, 고객님 기간이 어떻게 될까요?
65816	전달 몇일에 결제가 되었을까요?
65834	네 고객님 카드 번호 알려주시겠어요?
65860	고객님께서 받아보실 팩스번호가 어떻게 되시나요?
65867	다른 궁금한 사항있으신가요?
65875	미납대금 납부 도와드릴까요?
65879	혹시 잔고가 부족하신 부분은 아니실까요?
65881	통장 출금내역을 혹시 확인해보셨나요?
65885	현재 결제대금 통장으로 되어있는 계좌로 이체 도와드릴까요?
65887	네 , 현재 고객님 계좌에 잔고가 있을까요?
65895	카드대금 선결제를 어떤 방법으로 도와드릴까요?
65901	얼마 결제 도와드릴까요?
65949	혹시 카드대금 일부 결제 도와드릴까요?
65957	네. 개인고객이신가요?
65974	네 고객님 자동차사고건에 대한 보상은 받으셨나요?
65982	번호가 혹시 변경되셨나요?
65985	자택주소 또는 회사주소도 변경되셨나요?
65989	다른 문의사항은 없으신가요?
66005	다른 문의사항은 없으신가요?
66027	카드납부 원하시나요?
66034	신탁형이신가요? 일임형인가요?
66040	당사 홈페이지 이신가요?
66042	개인으로 로그인 하셨나요?
66044	예금/신탁 옆에 ISA 카데고리가 보이시나요?
66050	네, 고객님 제가 거래내역 전달은 안드려도 될까요?
66056	인터넷 뱅킹 설치가 되어있으신가요?
66064	네, 고객님 몇일자 필요하신가요?
66068	네, 고객님 메일로 보내드릴까요?
66081	네, 고객님 성함이 어떻게 되시나요?
66083	네, 고객님 뱅킹신청 되어있으셔요, 간편 인터넷에서 내역조회 가능하십니다. 방법 안내 도와드릴까요?
66085	인터넷 사용 가능하세요?
66087	지금 컴퓨터 앞이신가요?
66089	은행 검색하면 은행홈페이지 접속 가능하십니다. 접속 하셨을까요?
66098	고객님 모바일 뱅킹 이용중이신가요?
66100	모바일에서 바로 신청 가능하신데 도와드릴까요
66102	네, 지금 모바일 화면 보실 수 있으세요?
66114	본인 명의인가요?
66117	고객님의 성함이 어떻게되나요?
66119	사시는 곳이 ㅇㅇ구 OOO, OOO아파트 몇동 몇호신가요?
66123	현재 통장이 5건 조회됩니다. 어떤 계좌의 잔액을 알고 싶으신가요?
66127	카드가 있으신가요?
66134	네, 고객님 어떻게 확인하고 싶으신가요?
66136	뱅크 모바일뱅킹 어플이 깔려있으신가요?
66142	고객님 인터넷뱅킹 신청하셨지요?
66154	네, 고객님, 인터넷뱅킹 신청하셨을까요?
66166	네, 인터넷뱅킹 신청서를 어디로 보내드릴까요?
66176	고객님 통장거래내역 발급 이유가 어떻게 되시나요?
66178	법인이신가요?
66180	네, 고객님 거래내역은 금액과 상호명 나오면 될까요?
66196	통장 계좌번호 알려주시겠어요?
66208	고객님 00 동 맞으신가요?
66214	고객님의 계좌가 맞으신가요?
66218	고객님, 최근거래내역중에 생각나시는게 있으신가요?
66222	네, 확인 완료되었습니다. 필요한 기간이 언제인가요?
66224	네, 기간 말씀 주시겠어요?
66236	증빙을 하셔야 하나요?
66238	방금 압축하기 하신건가요?
66246	고객님 거래내역이 많아서, 통장을 하나더 개설해야할것같습니다. 통장 개설 도와드려요?
66254	네 고객님 어떤 삭제 말씀이신가요?
66256	삭제는 인터넷 뱅킹에서만 말씀이세요?
66262	생략한 거래건말씀이신가요?
66280	뱅킹 로그인이 되어있으신가요?
66282	조회탭 보이시나요?
66294	네, 고객님 해지 된지 얼마나 되셨나요?
66296	정확히 조회해보겠습니다. 고객님 성함 어떻게 되시나요?
66314	네, 고객님 언제 거래내역건인가요?
66326	보이는 계좌 바로 옆에 밑으로 내려진 화살표 보이시나요?
66328	아, 세모인가요? 네, 그걸 누르시면 됩니다.
66346	혹시 고객님 업데이트 하셨을까요?
66348	홈에보면 오른쪽 상단에 버전정보가 몇인가요?
66376	용도가 어떻게 되시나요?
66378	네 고객님 잔고증명서 내역 발급하시게 되시면 거래 1일 정지 되십니다. 인지하고 계신가요?
66394	네, 고객님 어떻게 도와드릴까요?
66402	인터넷으로 발급하실껀가요?
66416	네, 고객님 그 전에 거래내역이 어떤 용도로 필요하신가요?
66418	간편조회서비스에서 출력한 내역은 법적효력이 없습니다. 괜찮으신가요?
66428	다른문의사항은 없으신가요?
66434	어떻게 신청하나요?
66444	네, 홈페이지에서 뭘 눌러야하나요?
66446	서비스 이용료가 있나요?
66448	서비스 이용료는 결제일에 자동결제 되나요?
66450	할인은 따로 없나요?
66456	고객님 조회해보겠습니다. 성함 불러주시겠어요?
66458	통장 비밀번호 앞자리 두개 불러주시겠어요?
66478	외화예금 보이시나요?
66480	오른쪽 위에요. 외화예금 보이시나요?
66494	네, 개인자산 계좌 조회 해드릴까요?
66498	개인신탁형 보이시나요?
66502	혹시 홈페이지 법인으로 들어가계신가요?
66522	인터넷 지금 가능하세요?
66528	펀드케어 보이시나요?
66536	성함이 어떻게 되시나요?
66538	연금 개시일이 언제인지 아시나요?
66554	네, 고객님 조회해보겠습니다. 성함이 어떻게 되시나요?
66556	생년월일 불러주시겠어요?
66562	거래내역만 필요하시고, 계속 휴먼이어도 상관없나요?
66568	거래일자는 언제로 필요하신가요?
66574	네, 고객님 어떤 계좌말씀이신가요?
66576	계좌번호 다시 불러주시겠어요?
66578	네, 고객님 이 계좌에 잔액이 있는데 알고 계신가요?
66580	어디로 옮겨드릴까요?
66588	계좌 해지와 이전만 처리 하시면 되나요?
66594	네, 인터넷 뱅킹 가입 고객이신가요?
66604	네 인터넷 발급 방법 알려드릴까요?
66614	네, 고객님 은행뱅킹을 통해서 진행하셨나요?
66616	거래내역이 필요하신가요?
66626	인터넷뱅킹 로그인 하셨나요?
